symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
SUNPHARMA,1904.8,14,6.951151038742277,3.25,0.06,46.01,7.95,8.46,31.67558609468017,1857.29,2000.04,False,0,Strong buy,Health Technology
GMRAIRPORT,112.8,14,13.881877839475012,10.18,12.0,63.97,1.47,6.05,3.041661134028625,108.24,118.44,False,0,Buy,Transportation
ABCAPITAL,401.25,14,14.544675992006848,10.84,11.31,53.29,-3.74,5.07,10.870506551757916,384.94,421.31,False,0,Strong buy,Finance
WELCORP,1439.3,14,3.913074868240564,0.21,2.03,46.68,,12.81,51.166979717603205,1362.55,1511.26,False,0,Buy,Producer Manufacturing
MARICO,838.55,14,3.9288591435830615,0.23,5.54,30.88,31.74,8.26,18.41895322199075,810.92,880.48,False,0,Buy,Consumer Non-Durables
DEEPAKFERT,1649.3,14,16.971631205673756,13.27,24.73,42.28,,12.17,53.68067561907452,1568.78,1731.76,False,0,Strong buy,Process Industries
RRKABEL,2343.3,13,15.718518518518527,12.02,13.84,42.09,,8.78,95.6004482578902,2199.9,2460.46,False,0,Buy,Producer Manufacturing
SYRMA,1376.0,13,17.406143344709896,13.71,24.03,43.94,,10.3,55.59710043042745,1292.6,1444.8,False,0,Buy,Electronic Technology
CUB,216.76,13,15.443712136342455,11.74,12.21,53.11,,14.02,6.898846686147325,206.41,227.6,False,0,Buy,Finance
NEULANDLAB,18944.0,13,11.481198140410758,7.78,4.59,66.47,,10.71,571.0422183473557,18087.44,19891.2,False,0,Buy,Health Technology
AADHARHFC,555.6,13,19.227467811158803,15.53,16.0,42.07,,11.18,17.983787547129744,528.62,583.38,False,0,Strong buy,Finance
KPIL,1384.0,13,6.7324747435798535,3.03,9.62,53.28,,9.84,45.6725257189646,1315.49,1453.2,False,0,Buy,Industrial Services
EMCURE,1839.1,13,7.0488940628637895,3.35,0.16,47.51,,5.7,59.36066769119833,1750.06,1931.06,False,0,Buy,Health Technology
DELHIVERY,507.45,13,15.829719242182142,12.13,13.95,54.82,1.14,9.12,15.347818921296277,484.43,532.82,False,0,Buy,Transportation
KIRLOSENG,2230.8,13,19.160301265958037,15.46,17.28,43.31,,21.93,120.60894625611364,2049.89,2342.34,False,0,Buy,Producer Manufacturing
CPPLUS,3588.4,13,10.924265842349309,7.22,9.04,54.26,,5.53,155.75777391879652,3354.76,3767.82,False,0,Buy,Consumer Durables
HUDCO,215.56,13,6.187192118226602,2.49,2.96,40.58,,14.52,6.259867928359717,206.17,226.34,False,0,Strong buy,Finance
NAVINFLUOR,7552.5,13,7.120062406921495,3.42,14.88,81.57,,3.41,215.6502515326336,7229.02,7930.12,False,0,Buy,Process Industries
MANKIND,2528.6,13,8.991379310344824,5.29,2.1,45.39,4.07,7.43,69.93212507465292,2423.7,2655.03,False,0,Strong buy,Health Technology
SCHNEIDER,1481.6,13,32.01461284861445,28.31,30.13,47.09,,0.71,78.14690189896957,1364.38,1555.68,False,0,Strong buy,Producer Manufacturing
