identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY28-07-2026CE24000.00,Index Options,NIFTY,28-Jul-2026,Call,24000,0.05,40300828,574468.152726,479480,23985.35,-99.93425378040763
OPTIDXNIFTY28-07-2026PE24000.00,Index Options,NIFTY,28-Jul-2026,Put,24000,14.5,37388862,698947.386228,246462,23985.35,-70.91273821464394
OPTIDXNIFTY28-07-2026PE23950.00,Index Options,NIFTY,28-Jul-2026,Put,23950,0.05,35295089,210835.2141415,347399,23985.35,-99.84591679506934
OPTIDXNIFTY28-07-2026CE24050.00,Index Options,NIFTY,28-Jul-2026,Call,24050,0.05,25118624,199517.230432,201655,23985.35,-99.90272373540856
OPTIDXNIFTY28-07-2026PE23900.00,Index Options,NIFTY,28-Jul-2026,Put,23900,0.05,18346898,59508.163663,207991,23985.35,-99.75728155339806
OPTIDXNIFTY28-07-2026CE24100.00,Index Options,NIFTY,28-Jul-2026,Call,24100,0.05,15245129,61933.3365625,167825,23985.35,-99.84825493171472
OPTIDXNIFTY28-07-2026CE23950.00,Index Options,NIFTY,28-Jul-2026,Call,23950,35.3,14829028,435966.00868599996,142724,23985.35,-67.31481481481481
OPTIDXNIFTY28-07-2026PE24050.00,Index Options,NIFTY,28-Jul-2026,Put,24050,64.3,10701584,425082.968856,61851,23985.35,-13.864701942397856
OPTIDXBANKNIFTY28-07-2026PE56700.00,Index Options,BANKNIFTY,28-Jul-2026,Put,56700,0.05,9484768,46608.149952,117728,56755.6,-99.89258861439312
OPTIDXBANKNIFTY28-07-2026PE56800.00,Index Options,BANKNIFTY,28-Jul-2026,Put,56800,43.85,8094106,129060.52017,34854,56755.6,-30.56215360253365
OPTIDXBANKNIFTY28-07-2026CE57000.00,Index Options,BANKNIFTY,28-Jul-2026,Call,57000,0.05,6823783,89930.636157,90799,56755.6,-99.98262380538662
OPTIDXBANKNIFTY28-07-2026CE56800.00,Index Options,BANKNIFTY,28-Jul-2026,Call,56800,0.05,6519521,90360.56106,124566,56755.6,-99.98855049232883
OPTIDXNIFTY28-07-2026PE23850.00,Index Options,NIFTY,28-Jul-2026,Put,23850,0.05,6501861,11706.6007305,80301,23985.35,-99.63235294117646
OPTIDXNIFTY28-07-2026CE24150.00,Index Options,NIFTY,28-Jul-2026,Call,24150,0.05,6458519,13433.71952,80075,23985.35,-99.75490196078431
OPTIDXNIFTY28-07-2026CE24200.00,Index Options,NIFTY,28-Jul-2026,Call,24200,0.05,5890841,7772.9646995,121169,23985.35,-99.6078431372549
OPTIDXBANKNIFTY28-07-2026CE56900.00,Index Options,BANKNIFTY,28-Jul-2026,Call,56900,0.05,5654052,85133.06096399999,84090,56755.6,-99.98602571268866
OPTIDXNIFTY28-07-2026PE23800.00,Index Options,NIFTY,28-Jul-2026,Put,23800,0.1,5417220,6936.75021,105940,23985.35,-98.95287958115183
OPTIDXNIFTY28-07-2026CE23900.00,Index Options,NIFTY,28-Jul-2026,Call,23900,85.2,4948061,320626.9307085,45187,23985.35,-41.663813762410136
OPTIDXNIFTY28-07-2026PE24100.00,Index Options,NIFTY,28-Jul-2026,Put,24100,114.45,4912449,331858.0359705,43981,23985.35,7.464788732394366
OPTIDXBANKNIFTY28-07-2026PE56900.00,Index Options,BANKNIFTY,28-Jul-2026,Put,56900,143.55,4581012,132029.34685200002,29601,56755.6,67.40524781341108
