identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY30-06-2026CE24200.00,Index Options,NIFTY,30-Jun-2026,Call,24200,58.7,3724906,241101.990662,162383.0,24056,-20.995962314939433
OPTIDXNIFTY30-06-2026PE24200.00,Index Options,NIFTY,30-Jun-2026,Put,24200,161.15,2807005,217304.292075,74869.0,24056,-28.473146915224145
OPTIDXNIFTY30-06-2026PE24100.00,Index Options,NIFTY,30-Jun-2026,Put,24100,105.4,2671589,151130.4539355,96468.0,24056,-36.62056524353578
OPTIDXNIFTY30-06-2026CE24100.00,Index Options,NIFTY,30-Jun-2026,Call,24100,102.45,2386373,220960.2420025,121419.0,24056,-10.484927916120578
OPTIDXNIFTY30-06-2026CE24150.00,Index Options,NIFTY,30-Jun-2026,Call,24150,78.1,2110904,165899.111716,55581.0,24056,-16.066630843632456
OPTIDXNIFTY30-06-2026CE24300.00,Index Options,NIFTY,30-Jun-2026,Call,24300,31.15,2107384,80968.85435600001,133585.0,24056,-31.763417305585982
OPTIDXNIFTY30-06-2026PE24000.00,Index Options,NIFTY,30-Jun-2026,Put,24000,64.5,2065091,74189.4267205,195480.6923076923,24056,-45.408379179009735
OPTIDXNIFTY30-06-2026PE24150.00,Index Options,NIFTY,30-Jun-2026,Put,24150,131.2,1971909,130365.8618535,30501.0,24056,-32.804097311139564
OPTIDXNIFTY30-06-2026CE24500.00,Index Options,NIFTY,30-Jun-2026,Call,24500,9.0,1622909,19146.2689275,182749.0,24056,-44.785276073619634
OPTIDXNIFTY30-06-2026CE24250.00,Index Options,NIFTY,30-Jun-2026,Call,24250,43.55,1620546,84689.73396,66259.0,24056,-25.491873396065014
OPTIDXNIFTY30-06-2026CE24400.00,Index Options,NIFTY,30-Jun-2026,Call,24400,16.4,1379137,28533.6549615,98779.0,24056,-39.705882352941174
OPTIDXNIFTY30-06-2026CE25000.00,Index Options,NIFTY,30-Jun-2026,Call,25000,1.6,1222279,1954.424121,200097.38461538462,24056,-42.857142857142854
OPTIDXNIFTY30-06-2026PE23900.00,Index Options,NIFTY,30-Jun-2026,Put,23900,38.15,1113361,25669.0945355,112145.0,24056,-53.01724137931034
OPTIDXNIFTY30-06-2026PE24050.00,Index Options,NIFTY,30-Jun-2026,Put,24050,82.8,1086296,51015.1759,36311.0,24056,-41.48409893992933
OPTIDXNIFTY30-06-2026CE24000.00,Index Options,NIFTY,30-Jun-2026,Call,24000,160.95,990879,136324.141941,135532.53846153847,24056,-2.9837251356238697
OPTIDXNIFTY30-06-2026PE23800.00,Index Options,NIFTY,30-Jun-2026,Put,23800,22.1,969092,14607.608262,113733.0,24056,-60.108303249097474
OPTIDXNIFTY30-06-2026CE24350.00,Index Options,NIFTY,30-Jun-2026,Call,24350,22.55,947374,26565.314334000002,51459.0,24056,-36.478873239436616
OPTIDXNIFTY30-06-2026PE24250.00,Index Options,NIFTY,30-Jun-2026,Put,24250,196.7,818959,74386.864929,12320.0,24056,-24.780114722753346
OPTIDXNIFTY30-06-2026PE23000.00,Index Options,NIFTY,30-Jun-2026,Put,23000,2.0,736602,1718.860767,161640.3076923077,24056,-68.50393700787401
OPTIDXNIFTY30-06-2026PE23500.00,Index Options,NIFTY,30-Jun-2026,Put,23500,4.9,736077,3923.29041,168876.0,24056,-72.54901960784314
