symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
MANAKALUCO,39.22,14,1.4485256078634308,4.67,5.86,59.93,,73.69,2.140026210610373,36.01,41.18,False,0,Buy,Non-Energy Minerals
APLAPOLLO,2185.0,14,12.287373451873163,15.51,16.7,60.64,2.29,5.33,57.92888523101804,2098.11,2294.25,False,0,Buy,Non-Energy Minerals
LGEINDIA,1672.2,14,5.949439270100747,9.17,4.55,71.06,,11.87,41.31557764879191,1610.23,1755.81,False,0,Buy,Consumer Durables
HARSHA,466.8,14,9.848217437345577,13.07,10.83,51.92,,5.97,14.539550330178864,444.99,490.14,False,0,Strong buy,Producer Manufacturing
VIDHIING,356.45,14,10.356037151702784,13.58,11.99,62.86,,8.81,14.388293017864552,334.87,374.27,False,0,Strong buy,Consumer Non-Durables
WENDT,8419.0,14,4.066749072929543,7.29,5.05,48.28,,17.77,249.77026951223124,8044.34,8839.95,False,0,Strong buy,Producer Manufacturing
LINCOLN,639.8,14,6.279069767441853,9.5,5.78,44.6,,20.35,17.43369358001295,613.65,671.79,False,2,Strong buy,Health Technology
SAMBHV,128.67,14,8.3080808080808,11.53,12.72,47.77,,16.58,5.273627134263187,120.76,135.1,False,0,Buy,Non-Energy Minerals
GALAXYSURF,2251.9,14,13.160804020100509,16.38,14.79,42.95,,17.59,92.41251507561084,2113.28,2364.5,False,0,Buy,Consumer Non-Durables
PLAZACABLE,56.84,14,19.83976386253427,23.06,20.82,57.03,,14.36,3.1018714590585583,52.19,59.68,False,0,Buy,Producer Manufacturing
PRINCEPIPE,285.75,14,4.155276107162376,7.38,5.14,51.25,,23.67,8.533854832794972,272.95,300.04,False,2,Buy,Producer Manufacturing
HNDFDS,623.5,14,9.290096406660824,12.51,10.92,82.52,,34.72,20.72795025274218,592.41,654.68,False,0,Buy,Consumer Non-Durables
SKYGOLD,820.0,14,18.651425264071765,21.87,17.25,44.2,,20.12,36.7941790038458,764.81,861.0,False,0,Buy,Consumer Durables
SMARTWORKS,552.65,14,14.195681372042564,17.42,1.42,54.54,,15.22,16.808335757931633,527.44,580.28,False,0,Strong buy,Finance
OIL,495.4,14,11.26333520494104,14.48,13.65,50.44,5.21,11.98,12.641575144577402,476.44,520.17,False,0,Strong buy,Energy Minerals
GFLLIMITED,60.17,14,19.384920634920643,22.6,21.01,60.55,,34.62,2.9091849541026384,55.81,63.18,False,0,Buy,Consumer Services
NRBBEARING,489.6,14,10.059570641789367,13.28,8.66,42.83,,5.39,18.39218124779303,462.01,514.08,False,0,Strong buy,Producer Manufacturing
RVTH,752.45,14,1.4220245316080429,4.64,2.4,59.24,,72.77,30.464250197960183,706.75,790.07,False,0,Strong buy,Industrial Services
ESABINDIA,6067.0,14,7.333038478549314,10.55,8.31,60.82,,20.64,146.55383510137978,5847.17,6370.35,False,0,Buy,Producer Manufacturing
AARTIPHARM,867.0,14,25.470332850940665,28.69,24.97,44.33,,9.12,34.035803247843965,815.95,910.35,False,0,Buy,Health Technology
