symbol,ex_date,record_date,purpose,face_value,series
EXIDEIND,03-Jul-2026,03-Jul-2026,Dividend - Rs 2 Per Share,1,EQ
ONWARDTEC,03-Jul-2026,03-Jul-2026,Dividend - Rs 8 Per Share,10,EQ
JSWDULUX,03-Jul-2026,03-Jul-2026,Dividend - Rs 50 Per Share,10,EQ
BIOCON,03-Jul-2026,03-Jul-2026,Dividend - Re 0.50 Per Share,5,EQ
LLOYDSENT,02-Jul-2026,02-Jul-2026,Dividend - Re 0.05 Per Share,1,EQ
GUJENERGY,02-Jul-2026,02-Jul-2026,Demerger,2,EQ
GANGAFORGE,02-Jul-2026,02-Jul-2026,Rights 3:2 @ Premium Re. 0.63/-,1,EQ
CHEMBOND,02-Jul-2026,02-Jul-2026,Dividend - Rs 2 Per Share,5,EQ
DSFCL,01-Jul-2026,01-Jul-2026,Dividend - Re 0.40 Per Sh,2,EQ
BAJFINANCE,30-Jun-2026,30-Jun-2026,Dividend - Rs 6 Per Share,1,EQ
WELCORP,30-Jun-2026,30-Jun-2026,Dividend - Rs 5 Per Share,5,EQ
MAHSCOOTER,30-Jun-2026,30-Jun-2026,Dividend - Rs 60 Per Share,10,EQ
BAJAJFINSV,30-Jun-2026,30-Jun-2026,Dividend - Rs 1.50 Per Share,1,EQ
PATINTLOG,30-Jun-2026,30-Jun-2026,Buy Back,10,EQ
BAJAJHLDNG,30-Jun-2026,30-Jun-2026,Dividend - Rs 80 Per Share & Special Dividend Rs 50 Per Share,10,EQ
KAJARIACER,29-Jun-2026,29-Jun-2026,Buy Back,1,EQ
RAYMONDLSL,29-Jun-2026,29-Jun-2026,Dividend - Re 1 Per Share,2,EQ
KANSAINER,29-Jun-2026,29-Jun-2026,Dividend - Rs 2.50 Per Share,1,EQ
83GS2042,29-Jun-2026,29-Jun-2026,Interest Payment,100,GS
JYOTHYLAB,29-Jun-2026,29-Jun-2026,Dividend - Rs 3.50 Per Share,1,EQ
KPIL,29-Jun-2026,29-Jun-2026,Dividend - Rs 11 Per Share,2,EQ
SUPREMEIND,25-Jun-2026,26-Jun-2026,Dividend - Rs 25 Per Share,2,EQ
CARERATING,25-Jun-2026,26-Jun-2026,Dividend - Rs 14 Per Share,10,EQ
LICI,25-Jun-2026,25-Jun-2026,Dividend - Rs 10 Per Share,10,EQ
LALPATHLAB,25-Jun-2026,26-Jun-2026,Dividend - Rs 4 Per Share,10,EQ
UFLEX,25-Jun-2026,26-Jun-2026,Dividend - Rs 3 Per Share,10,EQ
SONACOMS,25-Jun-2026,26-Jun-2026,Dividend - Rs 1.80 Per Share,10,EQ
SJS,25-Jun-2026,26-Jun-2026,Dividend - Rs 3.50 Per Share,10,EQ
MAWANASUG,25-Jun-2026,27-Jun-2026,Dividend - Rs 4 Per Share,10,EQ
VISAKAIND,25-Jun-2026,26-Jun-2026,Dividend - Rs 1.20 Per Share,2,EQ
INDUSINDBK,25-Jun-2026,26-Jun-2026,Dividend - Rs 1.50 Per Share,10,EQ
ABDL,25-Jun-2026,26-Jun-2026,Dividend - Rs 5.40 Per Share,2,EQ
SYNGENE,25-Jun-2026,26-Jun-2026,Dividend - Rs 1.25 Per Share,10,EQ
679GS2029,25-Jun-2026,25-Jun-2026,Interest Payment,100,GS
ALKYLAMINE,25-Jun-2026,26-Jun-2026,Dividend - Rs 10 Per Share,2,EQ
ANTHEM,25-Jun-2026,26-Jun-2026,Dividend - Rs 2 Per Share,2,EQ
NAM-INDIA,25-Jun-2026,26-Jun-2026,Dividend - Rs 12.50 Per Share,10,EQ
GICHSGFIN,25-Jun-2026,26-Jun-2026,Dividend - Rs 4.50 Per Share,10,EQ
VAIBHAVGBL,25-Jun-2026,26-Jun-2026,Dividend - Rs 1.50 Per Share,2,EQ
WHEELS,24-Jun-2026,24-Jun-2026,Dividend - Rs 9.14 Per Share,10,EQ
ZFCVINDIA,24-Jun-2026,24-Jun-2026,Bonus 5:1,5,EQ
BAJAJ-AUTO,24-Jun-2026,24-Jun-2026,Buy Back,10,EQ
KOTYARK,24-Jun-2026,24-Jun-2026,Bonus 10:1,10,EQ
BUILDPRO,24-Jun-2026,24-Jun-2026,Dividend - Rs 5 Per Share,10,EQ
ASIANPAINT,23-Jun-2026,23-Jun-2026,Dividend - Rs 23 Per Share,1,EQ
TATAPOWER,23-Jun-2026,23-Jun-2026,Dividend - Rs 2.50 Per Share,1,EQ
THYROCARE,23-Jun-2026,23-Jun-2026,Dividend - Rs 7 Per Share,10,EQ
GNA,23-Jun-2026,23-Jun-2026,Dividend - Rs 3 Per Share,10,EQ
DALBHARAT,23-Jun-2026,23-Jun-2026,Dividend - Rs 5 Per Share,2,EQ
HINDUNILVR,23-Jun-2026,23-Jun-2026,Dividend - Rs 22 Per Share,1,EQ
ARSSBL,23-Jun-2026,23-Jun-2026,Dividend - Rs 5 Per Share,5,EQ
INDHOTEL,23-Jun-2026,23-Jun-2026,Dividend - Rs 3.25 Per Share,1,EQ
SANGAMIND,22-Jun-2026,22-Jun-2026,Dividend - Rs 2 Per Share,10,EQ
923GS2043,22-Jun-2026,22-Jun-2026,Interest Payment,100,GS
TMPV,19-Jun-2026,19-Jun-2026,Dividend - Rs 3 Per Share,2,EQ
GHCLTEXTIL,19-Jun-2026,20-Jun-2026,Dividend - Re 0.60 Per Share,2,EQ
CORONA,19-Jun-2026,19-Jun-2026,Dividend - Rs 10 Per Share,10,EQ
TATACOMM,19-Jun-2026,19-Jun-2026,Dividend - Rs 17.50 Per Share,10,EQ
DBEIL,19-Jun-2026,19-Jun-2026,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,1,EQ
SANOFICONR,19-Jun-2026,19-Jun-2026,Dividend - Rs 75 Per Share,10,EQ
INDIASHLTR,19-Jun-2026,19-Jun-2026,Dividend - Rs 10 Per Share,5,EQ
813GS2045,19-Jun-2026,19-Jun-2026,Interest Payment,100,GS
AWL,19-Jun-2026,19-Jun-2026,Dividend - Re 1 Per Share,1,EQ
RPEL,19-Jun-2026,19-Jun-2026,Dividend - Re 1 Per Share,10,EQ
HDFCBANK,19-Jun-2026,19-Jun-2026,Dividend - Rs 13 Per Share,1,EQ
HDFCLIFE,19-Jun-2026,19-Jun-2026,Dividend - Rs 2.10 Per Share,10,EQ
POLYCAB,19-Jun-2026,19-Jun-2026,Dividend - Rs 47 Per Share,10,EQ
TORNTPOWER,19-Jun-2026,19-Jun-2026,Dividend - Rs 5 Per Share,10,EQ
INDIAMART,19-Jun-2026,19-Jun-2026,Dividend - Rs 30 Per Share/ Special Dividend - Rs 30 Per Share,10,EQ
VIMTALABS,18-Jun-2026,18-Jun-2026,Dividend - Rs 2 Per Share,2,EQ
HDBFS,18-Jun-2026,18-Jun-2026,Dividend - Rs 2 Per Share,10,EQ
TATATECH,18-Jun-2026,18-Jun-2026,Dividend - Rs 8.35 Per Share & Special Dividend - Rs 3.35 Per Share,2,EQ
773GS2034,18-Jun-2026,18-Jun-2026,Interest Payment,100,GS
GHCL,18-Jun-2026,18-Jun-2026,Dividend - Rs 12 Per Share,10,EQ
CAPITALSFB,18-Jun-2026,18-Jun-2026,Dividend - Rs 5 Per Share,10,EQ
JSWINFRA,18-Jun-2026,18-Jun-2026,Dividend - Re 0.90 Per Share,2,EQ
EMUDHRA,18-Jun-2026,18-Jun-2026,Dividend - Rs1.25 Per Share,5,EQ
CYIENT,17-Jun-2026,17-Jun-2026,Buy Back,5,EQ
BRIGADE,17-Jun-2026,17-Jun-2026,Bonus 1:3,10,EQ
MBAPL,17-Jun-2026,17-Jun-2026,Dividend - Re 0.50 Per Share,2,EQ
KRISHANA,17-Jun-2026,17-Jun-2026,Dividend - Re 0.50 Per Share,2,EQ
STEELCITY,16-Jun-2026,16-Jun-2026,Dividend - Re 1 Per Share,10,EQ
RRKABEL,16-Jun-2026,16-Jun-2026,Dividend - Rs 5.50 Per Share,5,EQ
SMCGLOBAL,15-Jun-2026,15-Jun-2026,Dividend - Re 0.60 Per Share,2,EQ
LLOYDSME,12-Jun-2026,12-Jun-2026,Dividend - Rs 1 Per Share,1,EQ
TMB,12-Jun-2026,12-Jun-2026,Dividend - Rs 12.50 Per Share,10,EQ
TATASTEEL,12-Jun-2026,12-Jun-2026,Dividend - Rs 4 Per Share,1,EQ
VOLTAS,12-Jun-2026,12-Jun-2026,Dividend - Rs 4 Per Share,1,EQ
CANBK,12-Jun-2026,12-Jun-2026,Dividend - Rs 4.20 Per Share,2,EQ
JMFINANCIL,12-Jun-2026,12-Jun-2026,Dividend - Rs 1.75 Per Share,1,EQ
CUB,12-Jun-2026,12-Jun-2026,Bonus 1:3,1,EQ
TRENT,12-Jun-2026,12-Jun-2026,Dividend - Rs 4 Per Share,1,EQ
CEMPRO,12-Jun-2026,12-Jun-2026,Dividend - Rs 3 Per Share,1,EQ
RIIL,12-Jun-2026,12-Jun-2026,Dividend - Rs 3.50 Per Share,10,EQ
ELECON,12-Jun-2026,12-Jun-2026,Dividend - Rs 1.5 Per Share,1,EQ
EIMCOELECO,12-Jun-2026,12-Jun-2026,Dividend - Rs 4 Per Share,10,EQ
MMFL,12-Jun-2026,12-Jun-2026,Interim Dividend - Rs 4 Per Share,10,EQ
SUMEETINDS,12-Jun-2026,12-Jun-2026,Rights 8:25 @ Premium Rs 9.86/-,2,EQ
TMCV,12-Jun-2026,12-Jun-2026,Dividend - Rs 4 Per Share,2,EQ
ORIENTCEM,12-Jun-2026,12-Jun-2026,Dividend - Rs 0.50 Per Share,1,EQ
PETRONET,12-Jun-2026,12-Jun-2026,Dividend - Rs 3 Per Share,10,EQ
PIRAMALFIN,12-Jun-2026,12-Jun-2026,Dividend - Rs 11 Per Share,2,EQ
ATGL,12-Jun-2026,12-Jun-2026,Dividend - Rs 0.25 Per Share,1,EQ
AVANTEL,12-Jun-2026,12-Jun-2026,Dividend - Rs 0.20 Per Share,2,EQ
ICICIAMC,12-Jun-2026,12-Jun-2026,Dividend - Rs 12.40 Per Share,1,EQ
PNB,12-Jun-2026,13-Jun-2026,Dividend - Rs 3 Per Share,2,EQ
ACC,12-Jun-2026,12-Jun-2026,Dividend - Rs 7.50 Per Share,10,EQ
ADANIENT,12-Jun-2026,12-Jun-2026,Dividend - Rs 1.30 Per Share,1,EQ
ADANIPORTS,12-Jun-2026,12-Jun-2026,Dividend - Rs 7.50 Per Share,2,EQ
AMBUJACEM,12-Jun-2026,12-Jun-2026,Dividend - Rs 2 Per Share,2,EQ
APCOTEXIND,12-Jun-2026,12-Jun-2026,Dividend - Rs 5.50 Per Share,2,EQ
NAVINFLUOR,12-Jun-2026,12-Jun-2026,Dividend - Rs 8.60 Per Share,2,EQ
DCBBANK,12-Jun-2026,12-Jun-2026,Dividend - Rs 1.45 Per Share,10,EQ
TATACHEM,10-Jun-2026,10-Jun-2026,Dividend - Rs 11 Per Share,10,EQ
INFY,10-Jun-2026,10-Jun-2026,Dividend - Rs 25 Per Share,5,EQ
TATAINVEST,10-Jun-2026,10-Jun-2026,Dividend - Rs 3.40 Per Share,1,EQ
INDIANB,10-Jun-2026,10-Jun-2026,Dividend - Rs 18.25 Per Share,10,EQ
TATAELXSI,10-Jun-2026,10-Jun-2026,Dividend - Rs 75 Per Share,10,EQ
SESHAPAPER,10-Jun-2026,10-Jun-2026,Dividend - Rs 2 Per Share,2,EQ
INOXINDIA,09-Jun-2026,09-Jun-2026,Dividend - Rs 2 Per Share,2,EQ
NELCO,09-Jun-2026,09-Jun-2026,Dividend - Rs 1 Per Share,10,EQ
RELTD,08-Jun-2026,08-Jun-2026,Rights 1:9 @ Premium 91,10,EQ
SPCENET,05-Jun-2026,05-Jun-2026,Interim Dividend - Rs. 0.01 Per Sh,1,EQ
RELIANCE,05-Jun-2026,05-Jun-2026,Dividend - Rs 6 Per Share,10,EQ
BANKBARODA,05-Jun-2026,05-Jun-2026,Dividend - Rs 8.50 Per Share,2,EQ
BEML,05-Jun-2026,05-Jun-2026,Interim Dividend - Rs 2.30 Per Share,5,EQ
JAGRAN,05-Jun-2026,05-Jun-2026,Interim Dividend - Rs 7 Per Share & Special Dividend Rs 3 Per Share,2,EQ
JSWENERGY,05-Jun-2026,05-Jun-2026,Dividend - Rs 2 Per Share,10,EQ
CIPLA,05-Jun-2026,05-Jun-2026,Dividend - Rs 13 Per Share,2,EQ
WIPRO,05-Jun-2026,05-Jun-2026,Buy Back,2,EQ
E2E,05-Jun-2026,05-Jun-2026,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,1,EQ
MAHABANK,05-Jun-2026,05-Jun-2026,Dividend - Rs 1.20 Per Sh,10,EQ
ACI,05-Jun-2026,05-Jun-2026,Dividend - Rs 2.50 Per Share,2,EQ
PONNIERODE,05-Jun-2026,05-Jun-2026,Dividend - Rs 5 Per Share,10,EQ
ICICIPRULI,05-Jun-2026,05-Jun-2026,Dividend - Rs 1.65 Per Share,10,EQ
HDFCAMC,05-Jun-2026,05-Jun-2026,Dividend - Rs 54 Per Share,5,EQ
VERTOZ,05-Jun-2026,05-Jun-2026,Interim Dividend - Rs 0.10 Per Share,10,EQ
TIIL,04-Jun-2026,04-Jun-2026,Interim Dividend - Rs 20 Per Share,10,EQ
TRENT,04-Jun-2026,04-Jun-2026,Bonus 1:2,1,EQ
RALLIS,04-Jun-2026,04-Jun-2026,Dividend - Rs 3 Per Share,1,EQ
REMSONSIND,03-Jun-2026,03-Jun-2026,Interim Dividend - Re 0.20 Per Share,2,EQ
ASHOKLEY,03-Jun-2026,03-Jun-2026,Interim Dividend - Rs 2.50 Per Share,1,EQ
ANANDRATHI,03-Jun-2026,03-Jun-2026,Bonus 1:1,5,EQ
FOSECOIND,03-Jun-2026,03-Jun-2026,Dividend - Rs 25 Per Share,10,EQ
NAVNETEDUL,03-Jun-2026,03-Jun-2026,Interim Dividend - Rs 1.50 Per Share,2,EQ
OSEINTRUST,02-Jun-2026,02-Jun-2026,Distribution - Rs 3.9155 Per Unit Consists Of Rs 1.2084 Per Unit As Interest/ Re 0.9735 Per Unit As Dividend/ Rs 1.7336 Per Unit As Return Of Capital,100,IV
NXT-INFRA,02-Jun-2026,02-Jun-2026,Distribution - Rs 4.3475 Per Unit Consist Of Rs 2.8887 Per Unit As Interest/ Rs 1.4588 Per Unit As Return Of Capital,100,IV
SETCO,02-Jun-2026,02-Jun-2026,Interim Dividend - Rs 13 Per Share,2,EQ
NDRINVIT,02-Jun-2026,02-Jun-2026,Distribution - Rs 1.92 Per Unit Consist Of Re 0.949 Per Unit As Interest / Re 0.971 Per Unit As Return Of Capital,100,IV
EPIGRAL,01-Jun-2026,01-Jun-2026,Dividend - Rs 5 Per Share,10,EQ
COLPAL,01-Jun-2026,01-Jun-2026,Interim Dividend - Rs 24 Per Share,1,EQ
HOMEFIRST,29-May-2026,29-May-2026,Dividend - Rs 5.20 Per Share,2,EQ
BANKINDIA,29-May-2026,29-May-2026,Dividend - Rs 4.65 Per Share,10,EQ
ERIS,29-May-2026,29-May-2026,Interim Dividend - Rs 7.21 Per Share,1,EQ
LEMERITE,29-May-2026,29-May-2026,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,2,EQ
DHANUKA,29-May-2026,29-May-2026,Buy Back,2,EQ
GLAXO,29-May-2026,29-May-2026,Dividend - Rs 57 Per Share,10,EQ
ADVANIHOTR,29-May-2026,29-May-2026,Interim Dividend - Rs 0.80 Per Share,2,EQ
ICICIGI,29-May-2026,29-May-2026,Dividend - Rs 7 Per Share,10,EQ
LICI,29-May-2026,29-May-2026,Bonus 1:1,10,EQ
ROADSTAR,29-May-2026,30-May-2026,Distribution - Rs 5.30 Per Unit Comprising Interest - Rs 2.71 Per Unit / Return Of Capital - Rs 2.58 Per Unit / Other Income Re - 0.01,100,IV
BAJAJ-AUTO,29-May-2026,29-May-2026,Dividend - Rs 150 Per Share,10,EQ
SCHAND,29-May-2026,29-May-2026,Interim Dividend - Rs 4 Per Share,5,EQ
BCPL,29-May-2026,29-May-2026,Dividend - Rs 1  Per Share,10,EQ
UNOMINDA,29-May-2026,29-May-2026,Dividend - Rs 1.75 Per Share,2,EQ
CAPLIPOINT,29-May-2026,30-May-2026,Interim Dividend - Rs 4 Per Share,2,EQ
CYBERTECH,29-May-2026,29-May-2026,Buy Back,10,EQ
ZYDUSLIFE,29-May-2026,29-May-2026,Buy Back,1,EQ
JBCHEPHARM,29-May-2026,29-May-2026,Dividend - Rs 9.30  Per Share,1,EQ
TORNTPHARM,29-May-2026,29-May-2026,Dividend - Rs 9 Per Share,5,EQ
CUBEINVIT,27-May-2026,27-May-2026,Distribution - Rs 3.57 Per Unit Consisting Of Rs 1.74 Per Unit As Interest/Re 0.27 Per Unit As Dividend/Rs 1.55 Per Unit As Return Of Capital/Rs 0.01 Per Unit As Tresury Income,100,IV
CHEMCON,27-May-2026,28-May-2026,Interim Dividend - Rs 6.50 Per Share,10,EQ
662GS2051,27-May-2026,27-May-2026,Interest Payment,100,GS
ITC,27-May-2026,27-May-2026,Dividend - Rs 8 Per Share,1,EQ
APTECHT,27-May-2026,28-May-2026,Interim Dividend - Rs. 4.5 Per Share,10,EQ
ANZEN,27-May-2026,27-May-2026,Distribution - Rs 2.75 Per Unit Consist Of Rs 2.0716 Per Unit As Interest/Re 0.6024 Per Unit As Principal Repayment/Re 0.0760 Per Unit As Other Income,100,IV
PAGEIND,27-May-2026,27-May-2026,Interim Dividend - Rs 150 Per Share,10,EQ
SHAH,27-May-2026,27-May-2026,Rights 36:311 @ Premium Rs 3.86,1,EQ
DHAMPURSUG,26-May-2026,26-May-2026,Interim Dividend - Rs 2 Per Share,10,EQ
GPTINFRA,26-May-2026,26-May-2026,Interim Dividend - Re 1 Per Share,10,EQ
HATSUN,26-May-2026,26-May-2026,Interim Dividend - Rs  10 Per Share,1,EQ
IRB,26-May-2026,26-May-2026,Interim Dividend - Re 0.05  Per Share,1,EQ
LTM,25-May-2026,25-May-2026,Dividend - Rs 53 Per Share,1,EQ
SIYSIL,25-May-2026,25-May-2026,Special Dividend - Rs 4 Per Share,2,EQ
TCS,25-May-2026,25-May-2026,Dividend - Rs 31 Per Share,1,EQ
TATACONSUM,25-May-2026,25-May-2026,Dividend - Rs 10 Per Share,1,EQ
WELSPUNLIV,22-May-2026,22-May-2026,Buy Back,1,EQ
CMSINFO,22-May-2026,22-May-2026,Buy Back,10,EQ
LT,22-May-2026,22-May-2026,Dividend - Rs 38 Per Share,2,EQ
LTF,22-May-2026,22-May-2026,Dividend - Rs 2.75 Per Share,10,EQ
LTTS,22-May-2026,22-May-2026,Dividend - Rs 40 Per Share,2,EQ
JINDALSAW,22-May-2026,22-May-2026,Dividend - Rs 2 Per Share,1,EQ
JLHL,22-May-2026,22-May-2026,Interim Dividend - Re 1 Per Share,10,EQ
CAPINVIT,22-May-2026,22-May-2026,Distribution - Rs 2.40 Per Unit Consist Of Re 0.99 Per Unit As Interest/ Re 0.63 Per Unit As Dividend/ Re 0.77 Per Unit As Repayment Of Capital/ Re 0.01 Per Unit As Other Income,99,IV
VINYLINDIA,22-May-2026,22-May-2026,Dividend - Rs 7 Per Share,1,EQ
815GS2026,22-May-2026,22-May-2026,Interest Payment,100,GS
TRIDENT,22-May-2026,23-May-2026,Interim Dividend - Rs  0.50 Per Share,1,EQ
VERTIS,22-May-2026,23-May-2026,Distribution - Rs 3.6289 Per Unit Consist Of Rs 2.1929 Per Unit As Interest /Re 0.4111 Per Unit As Return Of Capital/ Re 0.9862 Per Unit As Dividend / Re 0.0387 Per Unit As Other Income,100,IV
SULA,22-May-2026,22-May-2026,Dividend - Rs 2 Per Share,2,EQ
HSCL,22-May-2026,22-May-2026,Dividend - Re 0.80 Per Share,1,EQ
ANANTAM,22-May-2026,22-May-2026,Distribution - Rs 2.50 Per Unit Consist Of Re 0.4141 Per Unit As Interest/ Rs 2.0828 Per Unit As Dividend/ Re 0.0031 Per Unit As Other Income,100,IV
HAVELLS,22-May-2026,24-May-2026,Dividend - Rs 6 Per Share,1,EQ
MAITHANALL,22-May-2026,22-May-2026,Interim Dividend - Rs 11 Per Share,10,EQ
SEITINVIT,22-May-2026,23-May-2026,Distribution - Rs 2.44062 Per Unit Consist Of Rs 2.43595 Per Unit As Interest / Re 0.00467 Per Unit As Other Income,100,IV
PGIL,21-May-2026,21-May-2026,Interim Dividend - Rs 8.50 Per Share,5,EQ
ITCHOTELS,21-May-2026,21-May-2026,Dividend - Re 1 Per Share,1,EQ
AVG,21-May-2026,21-May-2026,Rights 8:33 @ Premium Rs 135/-,10,EQ
GMBREW,21-May-2026,21-May-2026,Dividend - Rs 9 Per Share,10,EQ
ESSENTIA,20-May-2026,20-May-2026,Rights 161:250 @ Premium Re 0.45 /-,1,EQ
IRBINVIT,20-May-2026,20-May-2026,Distribution Rs 1.60 Consists Of Rs 1.44 Per Unit As Interest/ Re 0.12 Per Unit As Return Of Capital/ Re 0.04 Per Unit As Exempt Dividend,102,IV
GESHIP,20-May-2026,20-May-2026,Interim Dividend - Rs 11.70 Per Share,10,EQ
PGINVIT,20-May-2026,20-May-2026,Distribution - Rs 3 Per Unit Consist Of Rs 1.71 Per Unit As Interest/ Re 0.50 Per Unit As Dividend/ Re 0.77 Per Unit As Repayment Of Spv Debt/ Re 0.02 Per Unit As Treasury Income,100,IV
GARFIBRES,20-May-2026,20-May-2026,Buy Back,10,EQ
